name,price,description,review_count,avg_rating,scraped_at,color,brand,currency,url,availability
Altaventure Sport Swim Sandals,34,, 113,4.7,2023-12-13 11:35:45,Cloud White / Beam Pink / Pulse Mint,Adidas,USD,https://www.adidas.com//us/altaventure-sport-swim-sandals/HQ1281.html,INSTOCK
Superstar Shoes,80,, 1656,4.9,2023-12-13 11:35:50,Cloud White / Cloud White / Cloud White,Adidas,USD,https://www.adidas.com//us/superstar-shoes/EF5399.html,INSTOCK
X_PLRPHASE Shoes Kids,80,, 53,4.6,2023-12-13 11:35:52,Dash Grey / Core Black / Lucid Lemon,Adidas,USD,https://www.adidas.com//us/x_plrphase-shoes-kids/IF2756.html,INSTOCK
Trae Unlimited Basketball Shoes,80,, 25,4.8,2023-12-13 11:35:57,Core Black / Cloud White / Core Black,Adidas,USD,https://www.adidas.com//us/trae-unlimited-basketball-shoes/IE2146.html,INSTOCK
Top Ten RB Shoes,75,, 5,5.0,2023-12-13 11:36:01,Core Black / Cloud White / Dgh Solid Grey,Adidas,USD,https://www.adidas.com//us/top-ten-rb-shoes/GY8372.html,INSTOCK
Stan Smith Crib Shoes,40,, 51,4.8,2023-12-13 11:36:05,Cloud White / Cloud White / Cloud White,Adidas,USD,https://www.adidas.com//us/stan-smith-crib-shoes/FY7890.html,INSTOCK
AE 1 With Love Basketball Shoes Kids,70,,,"(None,)",2023-12-13 11:36:09,Acid Orange / Core Black / Acid Red,Adidas,USD,https://www.adidas.com//us/ae-1-with-love-basketball-shoes-kids/IF1869.html,INSTOCK
Superstar Shoes,45,, 400,4.8,2023-12-13 11:36:10,Cloud White / Cloud White / Cloud White,Adidas,USD,https://www.adidas.com//us/superstar-shoes/EF5397.html,INSTOCK
Ubounce DNA Shoes Kids,75,,,"(None,)",2023-12-13 11:36:14,Ice Lavender / Cloud White / Bliss Lilac,Adidas,USD,https://www.adidas.com//us/ubounce-dna-shoes-kids/IG1526.html,INSTOCK
Duramo SL Running Shoes Kids,60,, 35,4.7,2023-12-13 11:36:21,Cloud White / Cloud White / Solar Red,Adidas,USD,https://www.adidas.com//us/duramo-sl-running-shoes-kids/IG2479.html,INSTOCK
X Crazyfast.1 Laceless Firm Ground Soccer Cleats,105,, 29,4.3,2023-12-13 11:36:23,Cloud White / Core Black / Lucid Lemon,Adidas,USD,https://www.adidas.com//us/x-crazyfast.1-laceless-firm-ground-soccer-cleats/IE6644.html,INSTOCK
adidas x LEGO® Tech RNR Shoes Kids,80,, 3,4.3,2023-12-13 11:36:26,Core Black / Core Black / Core Black,Adidas,USD,https://www.adidas.com//us/adidas-x-lego-tech-rnr-shoes-kids/ID9528.html,INSTOCK
Racer TR23 Wide Shoes Kids,55,, 46,4.5,2023-12-13 11:36:29,Cloud White / Core Black / Bright Red,Adidas,USD,https://www.adidas.com//us/racer-tr23-wide-shoes-kids/IG4925.html,INSTOCK
X_PLR Shoes,42,, 184,4.6,2023-12-13 11:36:35,Cloud White / Cloud White / Cloud White,Adidas,USD,https://www.adidas.com//us/x_plr-shoes/CQ2972.html,INSTOCK
adidas Originals x James Jarvis Campus 00s Shoes Kids,90,,,"(None,)",2023-12-13 11:36:35,Cloud White / Bright Blue / Core Black,Adidas,USD,https://www.adidas.com//us/adidas-originals-x-james-jarvis-campus-00s-shoes-kids/ID9860.html,INSTOCK
TERREX AX2R K,52,, 50,4.7,2023-12-13 11:36:40,Wonder Steel F22 / Grey Three / Impact Orange F22,Adidas,USD,https://www.adidas.com//us/terrex-ax2r-k/IF5702.html,INSTOCK
Superstar Shoes Kids,81,, 4,5.0,2023-12-13 11:36:45,Cloud White / Better Scarlet / Night Indigo,Adidas,USD,https://www.adidas.com//us/superstar-shoes-kids/IG0249.html,INSTOCK
Grand Court 2.0 Shoes,50,, 137,4.6,2023-12-13 11:36:48,Cloud White / Iridescent / Cloud White,Adidas,USD,https://www.adidas.com//us/grand-court-2.0-shoes/GY2327.html,INSTOCK
Ultraboost 1.0 Shoes,160,, 68,4.8,2023-12-13 11:36:53,Preloved Fig S24 / Grey One / Almost Pink S22,Adidas,USD,https://www.adidas.com//us/ultraboost-1.0-shoes/ID8435.html,INSTOCK
Ubounce DNA Shoes Kids,75,,,"(None,)",2023-12-13 11:36:57,Semi Lucid Blue / Grey Two / Core Black,Adidas,USD,https://www.adidas.com//us/ubounce-dna-shoes-kids/IG1525.html,INSTOCK
Adilette Aqua Slides,20,, 2426,4.7,2023-12-13 11:36:58,Cloud White / Silver Metallic / Cloud White,Adidas,USD,https://www.adidas.com//us/adilette-aqua-slides/F35555.html,INSTOCK
Racer TR23 Shoes Kids,45,, 41,4.9,2023-12-13 11:37:02,Cloud White / Core Black / Bright Red,Adidas,USD,https://www.adidas.com//us/racer-tr23-shoes-kids/IG4916.html,INSTOCK
Adizero SL Running Lightstrike Running Shoes Kids,81,, 14,4.4,2023-12-13 11:37:07,Chalk White / Legend Ink / Core Black,Adidas,USD,https://www.adidas.com//us/adizero-sl-running-lightstrike-running-shoes-kids/IF5542.html,INSTOCK
X_PLRPHASE Shoes Kids,60,, 94,4.8,2023-12-13 11:37:12,Carbon / Green Spark / Ivory,Adidas,USD,https://www.adidas.com//us/x_plrphase-shoes-kids/ID8572.html,INSTOCK
Stan Smith Shoes,80,, 148,4.9,2023-12-13 11:37:19,Cloud White / Cloud White / Silver Metallic,Adidas,USD,https://www.adidas.com//us/stan-smith-shoes/FX7521.html,INSTOCK
X Crazyfast.1 Firm Ground Soccer Cleats,140,, 38,4.6,2023-12-13 11:37:20,Core Black / Core Black / Core Black,Adidas,USD,https://www.adidas.com//us/x-crazyfast.1-firm-ground-soccer-cleats/IE6636.html,INSTOCK
Superstar Shoes Kids,90,, 4,4.5,2023-12-13 11:37:24,Clear Pink / Cloud White / Cloud White,Adidas,USD,https://www.adidas.com//us/superstar-shoes-kids/IG0252.html,INSTOCK
adidas DNA x LEGO® Two-Strap Hook-and-Loop Shoes,48,, 70,4.8,2023-12-13 11:37:26,Core Black / Core Black / Red,Adidas,USD,https://www.adidas.com//us/adidas-dna-x-lego-two-strap-hook-and-loop-shoes/HQ1309.html,INSTOCK
AdiFOM Superstar 360 Shoes Kids,55,, 13,5.0,2023-12-13 11:37:29,Core Black / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/adifom-superstar-360-shoes-kids/IG0203.html,INSTOCK
Ubersonic 4 Kids Shoes,54,, 118,4.7,2023-12-13 11:37:32,Arctic Fusion / Lucid Lemon / Cloud White,Adidas,USD,https://www.adidas.com//us/ubersonic-4-kids-shoes/IG9532.html,INSTOCK
FortaRun 2.0 Running Shoes Kids,45,, 13,4.9,2023-12-13 11:37:34,Core Black / Silver Metallic / Bright Royal,Adidas,USD,https://www.adidas.com//us/fortarun-2.0-running-shoes-kids/IG0421.html,INSTOCK
X_PLR Shoes,49,, 1371,4.7,2023-12-13 11:37:38,Cloud White / Cloud White / Cloud White,Adidas,USD,https://www.adidas.com//us/x_plr-shoes/CQ2964.html,INSTOCK
Cloudfoam Pure Shoes Kids,65,, 59,4.5,2023-12-13 11:37:41,Cloud White / Silver Metallic / Silver Dawn,Adidas,USD,https://www.adidas.com//us/cloudfoam-pure-shoes-kids/IG2429.html,INSTOCK
Barricade Tennis Shoes,63,, 110,4.7,2023-12-13 11:37:46,Cloud White / Crew Blue / Crew Blue,Adidas,USD,https://www.adidas.com//us/barricade-tennis-shoes/IG9528.html,INSTOCK
NMD_V3 Shoes,98,, 7,4.7,2023-12-13 11:37:48,Cloud White / Supplier Colour / Grey One,Adidas,USD,https://www.adidas.com//us/nmd_v3-shoes/GX5698.html,INSTOCK
Nizza Platform Shoes,56,, 6,5.0,2023-12-13 11:37:51,Cloud White / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/nizza-platform-shoes/GY9960.html,INSTOCK
Predator Accuracy.1 Firm Ground Soccer Cleats,104,, 84,4.5,2023-12-13 11:37:55,Core Black / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/predator-accuracy.1-firm-ground-soccer-cleats/GW4613.html,INSTOCK
Duramo SL Running Shoes Kids,41,, 49,4.9,2023-12-13 11:38:00,Lucid Lemon F23 / Core Black / Wonder Blue F23,Adidas,USD,https://www.adidas.com//us/duramo-sl-running-shoes-kids/IG2431.html,INSTOCK
X Crazyfast.3 Firm Ground Soccer Cleats,70,, 196,4.8,2023-12-13 11:38:01,Bright Royal / Cloud White / Solar Red,Adidas,USD,https://www.adidas.com//us/x-crazyfast.3-firm-ground-soccer-cleats/ID9354.html,INSTOCK
Freak Spark J,70,,,"(None,)",2023-12-13 11:38:06,Pumpkin / Cloud White / Bliss Pink,Adidas,USD,https://www.adidas.com//us/freak-spark-j/HR1576.html,INSTOCK
adidas x LEGO® Racer TR21 Elastic Lace and Top Strap Shoes,60,, 64,4.6,2023-12-13 11:38:09,Core Black / Core Black / Green,Adidas,USD,https://www.adidas.com//us/adidas-x-lego-racer-tr21-elastic-lace-and-top-strap-shoes/IF2889.html,INSTOCK
Predator Accuracy.3 Laceless Firm Ground Soccer Cleats,75,, 99,4.4,2023-12-13 11:38:13,Bright Royal / Cloud White / Bliss Blue,Adidas,USD,https://www.adidas.com//us/predator-accuracy.3-laceless-firm-ground-soccer-cleats/IF2266.html,INSTOCK
RapidaSport Bounce Sport Lace Shoes,65,, 75,4.7,2023-12-13 11:38:17,Core Black / Core Black / Gold Metallic,Adidas,USD,https://www.adidas.com//us/rapidasport-bounce-sport-lace-shoes/FZ6346.html,INSTOCK
Adifom Q Shoes,100,, 5,4.4,2023-12-13 11:38:17,Core Black / Carbon / Grey Six,Adidas,USD,https://www.adidas.com//us/adifom-q-shoes/HQ1649.html,INSTOCK
adidas DNA x LEGO® Elastic Lace and Top Strap Shoes,60,, 133,4.8,2023-12-13 11:38:22,Core Black / Core Black / Red,Adidas,USD,https://www.adidas.com//us/adidas-dna-x-lego-elastic-lace-and-top-strap-shoes/HQ1311.html,INSTOCK
Run 70s Shoes,43,, 160,4.9,2023-12-13 11:38:27,Cloud White / Bliss Pink F22 / Lucid Pink F23,Adidas,USD,https://www.adidas.com//us/run-70s-shoes/IG4899.html,INSTOCK
Nebzed Lifestyle Lace Running Shoes,43,, 40,4.6,2023-12-13 11:38:30,Cloud White / Royal Blue / Lucid Pink,Adidas,USD,https://www.adidas.com//us/nebzed-lifestyle-lace-running-shoes/IG7252.html,INSTOCK
OZELIA Shoes,72,, 31,4.8,2023-12-13 11:38:32,Off White / Core Black / Pale Nude,Adidas,USD,https://www.adidas.com//us/ozelia-shoes/GX3969.html,INSTOCK
D.O.N. Issue 5 Shoes,100,, 2,5.0,2023-12-13 11:38:36,Bright Cyan / Core Black / Blue Rush,Adidas,USD,https://www.adidas.com//us/d.o.n.-issue-5-shoes/IE8340.html,INSTOCK
Superstar Shoes,80,, 1656,4.9,2023-12-13 11:38:40,Core Black / Core Black / Core Black,Adidas,USD,https://www.adidas.com//us/superstar-shoes/FU7713.html,INSTOCK
Predator Accuracy Injection+ Firm Ground Soccer Cleats,128,, 4,5.0,2023-12-13 11:38:44,Core Black / Team Solar Yellow 2 / Grey Five,Adidas,USD,https://www.adidas.com//us/predator-accuracy-injection-plus-firm-ground-soccer-cleats/IG0771.html,INSTOCK
Superstar Shoes Kids,81,, 2,5.0,2023-12-13 11:38:47,Cloud White / Supplier Colour / Silver Dawn,Adidas,USD,https://www.adidas.com//us/superstar-shoes-kids/IG0238.html,INSTOCK
Ultraboost 5.0 DNA Shoes,104,, 134,4.5,2023-12-13 11:38:51,Cloud White / Cloud White / Beam Green F22,Adidas,USD,https://www.adidas.com//us/ultraboost-5.0-dna-shoes/GZ5020.html,INSTOCK
Predator Accuracy.1 Firm Ground Soccer Cleats,104,, 43,4.7,2023-12-13 11:38:55,Cloud White / Core Black / Lucid Lemon,Adidas,USD,https://www.adidas.com//us/predator-accuracy.1-firm-ground-soccer-cleats/IE9500.html,INSTOCK
FortaRun 2.0 Cloudfoam Elastic Lace Top Strap Shoes,58,, 46,4.3,2023-12-13 11:38:59,Cloud White / Zero Metalic / Better Scarlet,Adidas,USD,https://www.adidas.com//us/fortarun-2.0-cloudfoam-elastic-lace-top-strap-shoes/GZ9754.html,INSTOCK
Samoa Shoes,60,, 11,4.6,2023-12-13 11:39:02,Cloud White / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/samoa-shoes/EG3000.html,INSTOCK
X Crazyfast.1 Laceless Firm Ground Soccer Cleats,105,, 29,4.3,2023-12-13 11:39:05,Bright Royal / Cloud White / Solar Red,Adidas,USD,https://www.adidas.com//us/x-crazyfast.1-laceless-firm-ground-soccer-cleats/IE6643.html,INSTOCK
X_PLR Phase Shoes Kids,50,,,"(None,)",2023-12-13 11:39:07,Carbon / Green Spark S24 / Ivory S24,Adidas,USD,https://www.adidas.com//us/x_plr-phase-shoes-kids/IG1522.html,INSTOCK
Racer TR23 Shoes Kids,55,, 165,4.7,2023-12-13 11:39:13,Off White / Clear Pink / Bliss Pink F22,Adidas,USD,https://www.adidas.com//us/racer-tr23-shoes-kids/IG4910.html,INSTOCK
RunFalcon 3 Lace Shoes,55,, 221,4.7,2023-12-13 11:39:16,Core Black / Core Black / Core Black,Adidas,USD,https://www.adidas.com//us/runfalcon-3-lace-shoes/HP5842.html,INSTOCK
Superstar 360 Shoes,39,, 13,4.8,2023-12-13 11:39:19,Core Black / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/superstar-360-shoes/Q46315.html,INSTOCK
X Crazyfast.3 Laceless Firm Ground Soccer Cleats,80,, 135,4.7,2023-12-13 11:39:25,Bright Royal / Cloud White / Solar Red,Adidas,USD,https://www.adidas.com//us/x-crazyfast.3-laceless-firm-ground-soccer-cleats/ID9356.html,INSTOCK
NMD Shoes,44,, 12,4.1,2023-12-13 11:39:27,Core Black / Core Black / Grey Five,Adidas,USD,https://www.adidas.com//us/nmd-shoes/HQ6116.html,INSTOCK
Rivalry Low Shoes Kids,56,, 12,4.5,2023-12-13 11:39:31,Core Black / Cloud White / Core Black,Adidas,USD,https://www.adidas.com//us/rivalry-low-shoes-kids/IF5245.html,INSTOCK
adidas x LEGO® Tech RNR Shoes,43,, 55,4.9,2023-12-13 11:39:33,Bliss Orchid / Cloud White / Core Black,Adidas,USD,https://www.adidas.com//us/adidas-x-lego-tech-rnr-shoes/HP5885.html,INSTOCK
NMD_V3 Shoes,98,, 4,5.0,2023-12-13 11:39:37,Core Black / Core Black / Cloud White,Adidas,USD,https://www.adidas.com//us/nmd_v3-shoes/GY4287.html,INSTOCK
Stan Smith Shoes,70,, 66,4.8,2023-12-13 11:39:40,Cloud White / Cloud White / Green,Adidas,USD,https://www.adidas.com//us/stan-smith-shoes/FX7534.html,INSTOCK
Ubounce DNA Shoes Kids,75,,,"(None,)",2023-12-13 11:39:43,Core Black / Core Black / Core Black,Adidas,USD,https://www.adidas.com//us/ubounce-dna-shoes-kids/IG1527.html,INSTOCK
OZELIA Shoes,48,, 26,4.6,2023-12-13 11:39:47,Carbon / Carbon / Core Black,Adidas,USD,https://www.adidas.com//us/ozelia-shoes/GV8991.html,INSTOCK
Duramo SL Running Shoes Kids,45,, 49,4.9,2023-12-13 11:39:53,Victory Blue F21 / Cloud White / Solar Red,Adidas,USD,https://www.adidas.com//us/duramo-sl-running-shoes-kids/IG2432.html,INSTOCK
